"No.","Time","Source","Destination","Protocol","Length","Info"
"45","32.417525785","10.0.2.15","10.0.2.5","TCP","54","1723  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"46","32.417664776","10.0.2.15","10.0.2.5","TCP","54","22  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"47","32.417778078","10.0.2.15","10.0.2.5","TCP","54","256  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"48","32.417921076","10.0.2.15","10.0.2.5","TCP","54","23  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"49","32.418039758","10.0.2.15","10.0.2.5","TCP","54","554  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50","32.418159162","10.0.2.15","10.0.2.5","TCP","54","443  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"51","32.418257596","10.0.2.15","10.0.2.5","TCP","54","80  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"52","32.419018582","10.0.2.5","10.0.2.15","TCP","60","55077  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"53","32.419018662","10.0.2.5","10.0.2.15","TCP","60","55077  >  25 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"54","32.419104242","10.0.2.5","10.0.2.15","TCP","60","55077  >  3389 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"55","32.419104292","10.0.2.5","10.0.2.15","TCP","60","55077  >  636 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"56","32.419232042","10.0.2.5","10.0.2.15","TCP","60","55077  >  990 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"57","32.419232092","10.0.2.5","10.0.2.15","TCP","60","55077  >  738 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"58","32.419402611","10.0.2.5","10.0.2.15","TCP","60","55077  >  599 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"59","32.419501136","10.0.2.5","10.0.2.15","TCP","60","55077  >  1357 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"60","32.419501186","10.0.2.5","10.0.2.15","TCP","60","55077  >  13714 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"61","32.419677146","10.0.2.5","10.0.2.15","TCP","60","55077  >  676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"62","32.419730996","10.0.2.5","10.0.2.15","TCP","60","55077  >  2033 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"63","32.419849278","10.0.2.5","10.0.2.15","TCP","60","55077  >  825 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"64","32.419920461","10.0.2.5","10.0.2.15","TCP","60","55077  >  3632 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"65","32.419988659","10.0.2.5","10.0.2.15","TCP","60","55077  >  8000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"66","32.420114204","10.0.2.5","10.0.2.15","TCP","60","55077  >  290 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"67","32.420114264","10.0.2.5","10.0.2.15","TCP","60","55077  >  1026 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"68","32.420240771","10.0.2.5","10.0.2.15","TCP","60","55077  >  485 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"69","32.420240842","10.0.2.5","10.0.2.15","TCP","60","55077  >  687 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"70","32.420374402","10.0.2.5","10.0.2.15","TCP","60","55077  >  462 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"71","32.420374462","10.0.2.5","10.0.2.15","TCP","60","55077  >  7464 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"72","32.420499997","10.0.2.5","10.0.2.15","TCP","60","55077  >  388 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"73","32.420500057","10.0.2.5","10.0.2.15","TCP","60","55077  >  999 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"74","32.420640029","10.0.2.5","10.0.2.15","TCP","60","55077  >  2025 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"75","32.420719799","10.0.2.5","10.0.2.15","TCP","60","55077  >  1407 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"76","32.420813625","10.0.2.5","10.0.2.15","TCP","60","55077  >  657 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"77","32.420916227","10.0.2.5","10.0.2.15","TCP","60","55077  >  889 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"78","32.420994934","10.0.2.5","10.0.2.15","TCP","60","55077  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"79","32.421064565","10.0.2.5","10.0.2.15","TCP","60","55077  >  1423 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"80","32.421178047","10.0.2.5","10.0.2.15","TCP","60","55077  >  436 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"81","32.421238130","10.0.2.5","10.0.2.15","TCP","60","55077  >  190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"82","32.421331895","10.0.2.5","10.0.2.15","TCP","60","55077  >  46 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"83","32.421331966","10.0.2.5","10.0.2.15","TCP","60","55077  >  2903 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"84","32.421452722","10.0.2.5","10.0.2.15","TCP","60","55077  >  9104 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"85","32.421452762","10.0.2.5","10.0.2.15","TCP","60","55077  >  615 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"86","32.421588807","10.0.2.5","10.0.2.15","TCP","60","55077  >  1383 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"87","32.421588887","10.0.2.5","10.0.2.15","TCP","60","55077  >  588 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"88","32.421696799","10.0.2.5","10.0.2.15","TCP","60","55077  >  54 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"89","32.421775657","10.0.2.5","10.0.2.15","TCP","60","55077  >  1408 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"90","32.421863912","10.0.2.5","10.0.2.15","TCP","60","55077  >  169 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"91","32.423204413","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"92","32.423400531","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  25 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"93","32.423578053","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  3389 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"94","32.423670977","10.0.2.15","10.0.2.5","TCP","60","113  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"95","32.423733855","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  636 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"96","32.423962927","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  990 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"97","32.424058025","10.0.2.15","10.0.2.5","TCP","60","25  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"98","32.424170261","10.0.2.15","10.0.2.5","TCP","60","3389  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"99","32.424170441","10.0.2.15","10.0.2.5","TCP","60","636  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"100","32.424198313","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  738 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"101","32.424281830","10.0.2.15","10.0.2.5","TCP","60","990  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"102","32.424336913","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  599 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"103","32.424463059","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1357 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"104","32.424571553","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  13714 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"105","32.424616998","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"106","32.428104473","10.0.2.15","10.0.2.5","TCP","60","738  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"107","32.428104563","10.0.2.15","10.0.2.5","TCP","60","599  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"108","32.428104613","10.0.2.15","10.0.2.5","TCP","60","1357  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"109","32.428104653","10.0.2.15","10.0.2.5","TCP","60","13714  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"110","32.428104703","10.0.2.15","10.0.2.5","TCP","60","676  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"111","32.428364790","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  2033 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"112","32.428421597","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  825 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"113","32.428559064","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  3632 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"114","32.428623505","10.0.2.15","10.0.2.5","TCP","60","2033  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"115","32.428623575","10.0.2.15","10.0.2.5","TCP","60","825  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"116","32.428741897","10.0.2.15","10.0.2.5","TCP","60","3632  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"117","32.428789857","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  8000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"118","32.428835011","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  290 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"119","32.428960987","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1026 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"120","32.429119494","10.0.2.15","10.0.2.5","TCP","60","8000  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"121","32.429119564","10.0.2.15","10.0.2.5","TCP","60","290  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"122","32.429171943","10.0.2.15","10.0.2.5","TCP","60","1026  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"123","32.429211627","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  485 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"124","32.429262512","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  687 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"125","32.429387206","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  462 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"126","32.429498855","10.0.2.15","10.0.2.5","TCP","60","485  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"127","32.429498955","10.0.2.15","10.0.2.5","TCP","60","687  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"128","32.429539020","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  7464 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"129","32.429645991","10.0.2.15","10.0.2.5","TCP","60","462  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"130","32.429760585","10.0.2.15","10.0.2.5","TCP","60","7464  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"131","32.429820528","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  388 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"132","32.429952595","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  999 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"133","32.430075349","10.0.2.15","10.0.2.5","TCP","60","388  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"134","32.430241109","10.0.2.15","10.0.2.5","TCP","60","999  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"135","32.430292285","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  2025 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"136","32.430515834","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1407 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"137","32.430632056","10.0.2.15","10.0.2.5","TCP","60","2025  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"138","32.430759134","10.0.2.15","10.0.2.5","TCP","60","1407  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"139","32.430822864","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  657 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"140","32.430870964","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  889 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"141","32.431098200","10.0.2.15","10.0.2.5","TCP","60","657  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"142","32.431098270","10.0.2.15","10.0.2.5","TCP","60","889  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"143","32.431144807","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"144","32.431189982","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1423 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"145","32.431470106","10.0.2.15","10.0.2.5","TCP","60","3306  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"146","32.431470207","10.0.2.15","10.0.2.5","TCP","60","1423  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"147","32.431700769","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  436 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"148","32.431761993","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"149","32.431796628","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  46 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"150","32.431831804","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  2903 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"151","32.431973600","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  9104 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"152","32.432099126","10.0.2.15","10.0.2.5","TCP","60","436  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"153","32.432195427","10.0.2.15","10.0.2.5","TCP","60","190  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"154","32.432195567","10.0.2.15","10.0.2.5","TCP","60","46  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"155","32.432195607","10.0.2.15","10.0.2.5","TCP","60","2903  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"156","32.432195657","10.0.2.15","10.0.2.5","TCP","60","9104  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"157","32.432246382","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  615 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"158","32.432405069","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1383 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"159","32.432482645","10.0.2.15","10.0.2.5","TCP","60","615  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"160","32.432574326","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  588 [SYN] Seq=0 Win=3072 Len=0 MSS=1460"
"161","32.432664926","10.0.2.15","10.0.2.5","TCP","60","1383  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"162","32.432740468","10.0.2.15","10.0.2.5","TCP","60","588  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"163","32.432818283","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  54 [SYN] Seq=0 Win=4096 Len=0 MSS=1460"
"164","32.432941384","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  1408 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"165","32.433014130","10.0.2.15","10.0.2.5","TCP","60","54  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"166","32.433081436","10.0.2.5","10.0.2.15","TCP","58","[TCP Retransmission] 55077  >  169 [SYN] Seq=0 Win=2048 Len=0 MSS=1460"
"167","32.433161647","10.0.2.15","10.0.2.5","TCP","60","1408  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168","32.433336033","10.0.2.15","10.0.2.5","TCP","60","169  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"169","32.433379565","10.0.2.15","10.0.2.5","TCP","54","113  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"170","32.433705910","10.0.2.15","10.0.2.5","TCP","54","25  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"171","32.433915211","10.0.2.15","10.0.2.5","TCP","54","3389  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"172","32.434115847","10.0.2.15","10.0.2.5","TCP","54","636  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"173","32.434336586","10.0.2.15","10.0.2.5","TCP","54","990  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"174","32.434551549","10.0.2.15","10.0.2.5","TCP","54","738  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"175","32.434595371","10.0.2.15","10.0.2.5","TCP","54","599  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"176","32.434723782","10.0.2.15","10.0.2.5","TCP","54","1357  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"177","32.434764428","10.0.2.15","10.0.2.5","TCP","54","13714  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"178","32.434956558","10.0.2.15","10.0.2.5","TCP","54","676  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"179","32.435139390","10.0.2.15","10.0.2.5","TCP","54","2033  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"180","32.435179475","10.0.2.15","10.0.2.5","TCP","54","825  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"181","32.435317344","10.0.2.15","10.0.2.5","TCP","54","3632  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"182","32.435492291","10.0.2.15","10.0.2.5","TCP","54","8000  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"183","32.435532236","10.0.2.15","10.0.2.5","TCP","54","290  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"184","32.435655437","10.0.2.15","10.0.2.5","TCP","54","1026  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"185","32.435828822","10.0.2.15","10.0.2.5","TCP","54","485  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"186","32.435972751","10.0.2.15","10.0.2.5","TCP","54","687  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"187","32.436178367","10.0.2.15","10.0.2.5","TCP","54","462  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"188","32.436365798","10.0.2.15","10.0.2.5","TCP","54","7464  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"189","32.436650491","10.0.2.15","10.0.2.5","TCP","54","388  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"190","32.436848001","10.0.2.15","10.0.2.5","TCP","54","999  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"191","32.437025003","10.0.2.15","10.0.2.5","TCP","54","2025  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"192","32.437175915","10.0.2.15","10.0.2.5","TCP","54","1407  >  55077 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
