"No.","Time","Source","Destination","Protocol","Length","Info"
"1048","97.569472588","10.0.2.10","10.0.2.5","TCP","58","58019  >  1154 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1049","97.569593866","10.0.2.5","10.0.2.10","TCP","60","7007  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1050","97.569594016","10.0.2.5","10.0.2.10","TCP","60","1085  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1051","97.569755950","10.0.2.5","10.0.2.10","TCP","60","512  >  58019 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"1052","97.569756060","10.0.2.5","10.0.2.10","TCP","60","1199  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1053","97.569846429","10.0.2.10","10.0.2.5","TCP","54","58019  >  512 [RST] Seq=1 Win=0 Len=0"
"1054","97.570044026","10.0.2.5","10.0.2.10","TCP","60","1494  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1055","97.570044116","10.0.2.5","10.0.2.10","TCP","60","2038  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1056","97.570044156","10.0.2.5","10.0.2.10","TCP","60","15004  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1057","97.570154302","10.0.2.5","10.0.2.10","TCP","60","1099  >  58019 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"1058","97.570166295","10.0.2.10","10.0.2.5","TCP","54","58019  >  1099 [RST] Seq=1 Win=0 Len=0"
"1059","97.570268988","10.0.2.5","10.0.2.10","TCP","60","1999  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1060","97.570269048","10.0.2.5","10.0.2.10","TCP","60","1154  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1061","97.570300727","10.0.2.10","10.0.2.5","TCP","58","58019  >  3546 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1062","97.570325904","10.0.2.10","10.0.2.5","TCP","58","58019  >  16992 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
